,,Low,Travel Time,Rolling Avg,Medium,Travel Time,Rolling Avg,High,Travel Time,Rolling Avg
1,263,130.5,130500,,68.5,68500,,68.5,68500,
2,263,130,130000,,130.5,130500,,70.5,70500,
4,263,129,129000,,130,130000,,130.5,130500,
7,263,127,127000,,129,129000,,130,130000,
8,263,125,125000,,127.5,127500,,129,129000,
10,263,123.5,123500,,126,126000,,126.5,126500,
11,263,121.5,121500,,123,123000,,125,125000,
13,263,120,120000,,121.5,121500,,122.5,122500,
14,263,117.5,117500,,120,120000,,119.5,119500,
16,263,116,116000,124000,119.5,119500,119550,117.5,117500,113950
19,263,114.5,114500,122400,118,118000,124500,116,116000,118700
22,263,113,113000,120700,116.5,116500,123100,114.5,114500,123100
24,263,111.5,111500,118950,115,115000,121600,113,113000,121350
26,263,110,110000,117250,113,113000,120000,111.5,111500,119500
27,263,108.5,108500,115600,112,112000,118450,108,108000,117400
30,263,107,107000,113950,111.5,111500,117000,107.5,107500,115500
32,263,105.5,105500,112350,109.5,109500,115650,105,105000,113500
33,263,103.5,103500,110700,108,108000,114300,103.5,103500,111600
36,263,102,102000,109150,106.5,106500,112950,101.5,101500,109800
38,263,100.5,100500,107600,105,105000,111500,100.5,100500,108100
39,263,99,99000,106050,103.5,103500,110050,96.5,96500,106150
40,263,97.5,97500,104500,101.5,101500,108550,96,96000,104300
42,263,95.5,95500,102900,99.5,99500,107000,93,93000,102300
44,263,83.5,83500,100250,98,98000,105500,89.5,89500,100100
45,263,68.5,68500,96250,96.5,96500,103950,85,85000,97800
46,288,65,65000,92050,86,86000,101400,81.5,81500,95200
85,455,65,65000,88000,65,65000,96950,78.5,78500,92550
47,459,145,145000,92150,143.5,143500,100500,75.5,75500,89750
48,459,143.5,143500,96300,142,142000,104050,73.5,73500,86950
49,459,142,142000,100450,140.5,140500,107600,65,65000,83400
52,459,140,140000,104550,139,139000,111150,65,65000,80250
54,459,138,138000,108600,136.5,136500,114650,65,65000,77150
56,459,136.5,136500,112700,133.5,133500,118050,65,65000,74350
58,459,134.5,134500,117800,132,132000,121450,65,65000,71900
59,459,133.5,133500,124300,130.5,130500,124850,65,65000,69900
61,459,132,132000,131000,126.5,126500,128900,143.5,143500,76100
63,459,130,130000,137500,123,123000,134700,141.5,141500,82400
65,459,128.5,128500,135850,121.5,121500,132500,139.5,139500,88800
68,459,127,127000,134200,120,120000,130300,138,138000,95250
70,459,125.5,125500,132550,117.5,117500,128000,136.5,136500,102400
72,459,122.5,122500,130800,115.5,115500,125650,135,135000,109400
75,459,121,121000,129100,114,114000,123400,133,133000,116200
76,459,117.5,117500,127200,112.5,112500,121300,131.5,131500,122850
77,459,114.5,114500,125200,109,109000,119000,130,130000,129350
79,459,112.5,112500,123100,97,97000,115650,128.5,128500,135700
80,459,112,112000,121100,87.5,87500,111750,125,125000,133850
81,459,109.5,109500,119050,65,65000,105950,123.5,123500,132050
84,459,87.5,87500,114950,65.5,65500,100350,123,123000,130400
86,462,65,65000,108750,65.5,65500,94900,121.5,121500,128750
87,473,65.5,65500,102750,65.5,65500,89700,120,120000,127100
89,477,65.5,65500,97050,65.5,65500,84700,119.5,119500,125550
90,480,65,65000,91450,65,65000,79800,118,118000,124050
91,484,65.5,65500,86250,65.5,65500,75100,116,116000,122500
94,489,65,65000,81300,71,71000,71300,114.5,114500,120950
118,650,65.5,65500,76600,70.5,70500,68650,113,113000,119400
120,653,65.5,65500,71950,69,69000,66800,110,110000,117900
96,655,147,147000,75700,147.5,147500,75050,106.5,106500,116200
98,655,145,145000,81450,144,144000,82900,105,105000,114400
101,655,143.5,143500,89300,142.5,142500,90600,100,100000,112250
103,655,140.5,140500,96800,141,141000,98150,90,90000,109250
104,655,136.5,136500,103900,138.5,138500,105450,88.5,88500,106150
106,655,133.5,133500,110750,136.5,136500,112600,87,87000,103050
108,655,131.5,131500,117350,135,135000,119550,83,83000,99750
110,655,130,130000,123850,132.5,132500,125700,72,72000,95500
111,655,128.5,128500,130150,130.5,130500,131700,65,65000,90700
112,655,125,125000,136100,129,129000,137700,65,65000,86200
114,655,123,123000,133700,127,127000,135650,65,65000,82050
115,655,103.5,103500,129550,125.5,125500,133800,65.5,65500,78100
116,655,87,87000,123900,124,124000,131950,65,65000,74600
117,655,73,73000,117150,122,122000,130050,65.5,65500,72150
122,751,109.5,109500,114450,117.5,117500,127950,65.5,65500,69850
124,751,105.5,105500,111650,115,115000,125800,65,65000,67650
125,751,104,104000,108900,112,112000,123500,65.5,65500,65900
126,751,100.5,100500,105950,100,100000,120250,65.5,65500,65250
128,751,98,98000,102900,87,87000,115900,65,65000,65250
130,915,178.5,178500,108250,112.5,112500,114250,69,69000,65650
132,915,177,177000,113650,110.5,110500,112600,68.5,68500,66000
135,915,175,175000,120800,107.5,107500,110800,71,71000,66550
137,915,173,173000,129400,106,106000,109000,147.5,147500,74800
140,915,171.5,171500,139250,104.5,104500,107250,147,147000,82950
142,915,170,170000,145300,101.5,101500,105650,145,145000,90900
144,915,167,167000,151450,100,100000,104150,143,143000,98700
146,915,159.5,159500,157000,98,98000,102750,141.5,141500,106300
147,915,153,153000,162250,177.5,177500,110500,140,140000,113750
148,915,150.5,150500,167500,176,176000,119400,138,138000,121050
149,915,144.5,144500,164100,174,174000,125550,137,137000,127850
150,915,130,130000,159400,172,172000,131700,135.5,135500,134550
151,915,119,119000,153800,170.5,170500,138000,133,133000,140750
152,915,116.5,116500,148150,170,170000,144400,132,132000,139200
155,915,114,114000,142400,168.5,168500,150800,130.5,130500,137550
157,915,112,112000,136600,154.5,154500,156100,129,129000,135950
159,915,110,110000,130900,148.5,148500,160950,127.5,127500,134400
160,915,108,108000,125750,146,146000,165750,124,124000,132650
163,915,105.5,105500,121000,140,140000,162000,120.5,120500,130700
165,915,104,104000,116350,131.5,131500,157550,116,116000,128500
167,915,102.5,102500,112150,127,127000,152850,108,108000,125600
169,915,99.5,99500,109100,123.5,123500,148000,105.5,105500,122600
171,915,97.5,97500,106950,116.5,116500,142600,98,98000,119100
172,915,96,96000,104900,114.5,114500,137050,86.5,86500,114550
173,915,94.5,94500,102950,113,113000,131500,85,85000,110000
175,915,92.5,92500,101000,111.5,111500,127200,77.5,77500,104850
176,915,91,91000,99100,110,110000,123350,76,76000,99700
179,915,89.5,89500,97250,108,108000,119550,73.5,73500,94650
181,915,87,87000,95400,107.5,107500,116300,65,65000,89100
183,915,85.5,85500,93550,106,106000,113750,111.5,111500,88650
185,915,84,84000,91700,104.5,104500,111500,109,109000,88750
187,915,82,82000,89950,102.5,102500,109400,108.5,108500,89050
188,1079,155.5,155500,95750,101,101000,107850,107.5,107500,90000
189,1079,133,133000,99450,99,99000,106300,106,106000,91950
190,1079,116.5,116500,101650,97.5,97500,104750,105.5,105500,94000
191,1079,113,113000,103700,96,96000,103200,104.5,104500,96700
193,1079,111.5,111500,105750,93.5,93500,101550,102.5,102500,99350
196,1079,110,110000,107800,91,91000,99850,101.5,101500,102150
197,1079,107.5,107500,109850,89,89000,98000,100,100000,105650
201,1079,106,106000,111900,87.5,87500,96150,99.5,99500,104450
203,1079,104.5,104500,113950,86,86000,94300,98.5,98500,103400
205,1079,102.5,102500,116000,84.5,84500,92500,178.5,178500,110400
207,1079,101,101000,110550,83,83000,90700,177,177000,117350
210,1079,99,99000,107150,163.5,163500,97150,174,174000,124150
213,1079,97.5,97500,105250,157,157000,103100,173,173000,130900
215,1079,95,95000,103450,151,151000,108600,172.5,172500,137700
217,1079,91,91000,101400,149.5,149500,114200,171.5,171500,144600
219,1079,89,89000,99300,132,132000,118300,170,170000,151450
221,1079,86.5,86500,97200,127,127000,122100,168.5,168500,158300
223,1079,84,84000,95000,118,118000,125150,167,167000,165050
226,1079,82,82000,92750,115.5,115500,128100,160.5,160500,171250
228,1079,79,79000,90400,112.5,112500,130900,156.5,156500,169050
230,1243,144,144000,94700,108.5,108500,133450,153,153000,166650
231,1243,142.5,142500,99050,106,106000,127700,149,149000,164150
232,1243,130.5,130500,102350,104,104000,122400,147,147000,161550
233,1243,122,122000,105050,101.5,101500,117450,138.5,138500,158150
234,1243,108,108000,106750,99.5,99500,112450,127,127000,153700
235,1243,106,106000,108450,98,98000,109050,125,125000,149200
237,1243,104,104000,110200,95,95000,105850,116.5,116500,144000
238,1243,103.5,103500,112150,93,93000,103350,115,115000,138800
239,1243,99.5,99500,113900,89.5,89500,100750,113.5,113500,134100
242,1243,98,98000,115800,88,88000,98300,112,112000,129650
243,1243,96,96000,111000,86.5,86500,96100,109,109000,125250
246,1243,94.5,94500,106200,84.5,84500,93950,107.5,107500,121100
247,1243,93,93000,102450,83,83000,91850,105.5,105500,116950
249,1243,91.5,91500,99400,81.5,81500,89850,103.5,103500,113450
251,1243,90,90000,97600,80,80000,87900,101,101000,110850
252,1243,88.5,88500,95850,78.5,78500,85950,99,99000,108250
253,1243,86.5,86500,94100,68,68000,83250,97,97000,106300
255,1243,85,85000,92250,135.5,135500,87500,95,95000,104300
256,1243,84.5,84500,90750,122,122000,90750,92.5,92500,102200
257,1243,83,83000,89250,116.5,116500,93600,89.5,89500,99950
260,1243,80.5,80500,87700,112,112000,96150,88.5,88500,97900
262,1243,78.5,78500,86100,109.5,109500,98650,85,85000,95650
263,1243,77,77000,84500,108,108000,101150,82.5,82500,93350
265,1243,75.5,75500,82900,105.5,105500,103550,162.5,162500,99250
266,1262,65,65000,80400,104,104000,105950,157,157000,104850
267,1271,65,65000,78050,102.5,102500,108350,154.5,154500,110400
314,1438,65,65000,75900,102,102000,111750,150,150000,115700
268,1439,146.5,146500,82050,101,101000,108300,148,148000,121000
269,1439,138.5,138500,87450,99,99000,106000,142,142000,125950
270,1439,123.5,123500,91500,97.5,97500,104100,137,137000,130700
272,1439,122,122000,95650,95.5,95500,102450,135.5,135500,135400
276,1439,120.5,120500,99850,94,94000,100900,134,134000,140300
278,1439,117,117000,103850,93.5,93500,99450,118.5,118500,143900
281,1439,115.5,115500,107850,91,91000,98000,115.5,115500,139200
282,1439,113.5,113500,112700,89.5,89500,96550,113.5,113500,134850
285,1439,112,112000,117400,87.5,87500,95050,112,112000,130600
287,1439,109,109000,121800,85.5,85500,93400,110.5,110500,126650
290,1439,106.5,106500,117800,81.5,81500,91450,109,109000,122750
292,1439,103.5,103500,114300,79,79000,89450,107,107000,119250
294,1439,102,102000,112150,77.5,77500,87450,104.5,104500,116000
297,1439,100.5,100500,110000,65,65000,84400,101.5,101500,112600
300,1439,99,99000,107850,65,65000,81500,100,100000,109200
302,1439,97,97000,105850,65,65000,78650,99.5,99500,107300
304,1439,95.5,95500,103850,130,130000,82550,97.5,97500,105500
305,1439,92,92000,101700,123.5,123500,85950,95.5,95500,103700
308,1439,90.5,90500,99550,122.5,122500,89450,92,92000,101700
311,1439,89,89000,97550,119,119000,92800,90.5,90500,99700
312,1439,86,86000,95500,118,118000,96450,89,89000,97700
313,1439,78.5,78500,93000,116.5,116500,100200,87.5,87500,95750
315,1457,65,65000,89300,114.5,114500,103900,84.5,84500,93750
316,1460,65,65000,85750,113,113000,108700,83.5,83500,91950
365,1633,70.5,70500,82900,111,111000,113300,82,82000,90150
366,1633,65,65000,79700,109,109000,117700,81.5,81500,88350
317,1635,136,136000,83750,108.5,108500,115550,79.5,79500,86550
318,1635,135.5,135500,88100,107,107000,113900,75,75000,84500
319,1635,134,134000,92450,104.5,104500,112100,71,71000,82400
322,1635,132.5,132500,96800,103,103000,110500,68,68000,80150
323,1635,130,130000,101200,101,101000,108800,67,67000,77950
324,1635,128,128000,106150,100.5,100500,107200,146.5,146500,83850
326,1635,126.5,126500,112300,99.5,99500,105700,145,145000,89900
329,1635,125,125000,118300,98,98000,104200,142,142000,95750
332,1635,123,123000,123550,96,96000,102700,132,132000,100750
335,1635,121.5,121500,129200,94.5,94500,101250,130.5,130500,105650
338,1635,120,120000,127600,92.5,92500,99650,127.5,127500,110450
340,1635,118.5,118500,125900,91,91000,98050,117.5,117500,114700
343,1635,117,117000,124200,89.5,89500,96550,115.5,115500,119150
346,1635,115,115000,122450,86,86000,94850,110,110000,123350
349,1635,113.5,113500,120800,81,81000,92850,108.5,108500,127500
351,1635,110,110000,119000,75,75000,90300,107,107000,123550
352,1635,109,109000,117250,68.5,68500,87200,105.5,105500,119600
355,1635,107,107000,115450,144,144000,91800,102.5,102500,115650
357,1635,105,105000,113650,140,140000,96200,101,101000,112550
360,1635,103,103000,111800,136,136000,100350,99.5,99500,109450
361,1635,101.5,101500,109950,134,134000,104500,99,99000,106600
362,1635,101,101000,108200,132,132000,108600,97,97000,104550
363,1635,94,94000,105900,130.5,130500,112700,95.5,95500,102550
364,1635,80.5,80500,102450,129,129000,117000,94,94000,100950
367,1735,101.5,101500,101250,127.5,127500,121650,92,92000,99300
369,1735,100,100000,100250,127,127000,126850,89,89000,97500
370,1899,180,180000,107350,126,126000,132600,85,85000,95450
372,1899,178,178000,114450,124,124000,130600,83.5,83500,93550
375,1899,176.5,176500,121600,122,122000,128800,82,82000,91650
376,1899,175,175000,128800,119,119000,127100,80.5,80500,89750
378,1899,173.5,173500,136000,117.5,117500,125450,79,79000,87750
380,1899,172,172000,143100,116,116000,123850,77.5,77500,85800
382,1899,170.5,170500,150750,114,114000,122200,75.5,75500,83800
385,1899,169,169000,159600,111.5,111500,120450,67,67000,81100
386,1899,167.5,167500,166200,109.5,109500,118650,65,65000,78400
389,1899,166,166000,172800,108,108000,116750,65,65000,76000
390,1899,164.5,164500,171250,106.5,106500,114800,65,65000,74000
393,1899,163,163000,169750,105,105000,112900,65,65000,72150
395,1899,161.5,161500,168250,104.5,104500,111150,65,65000,70450
398,1899,159.5,159500,166700,103,103000,109550,145,145000,76900
401,1899,158,158000,165150,97.5,97500,107550,142,142000,83200
403,1899,156.5,156500,163600,88.5,88500,104800,137.5,137500,89200
406,1899,153,153000,161850,86.5,86500,102050,136,136000,95250
408,1899,151,151000,160050,74,74000,98300,129.5,129500,101500
410,1899,141,141000,157400,65,65000,93850,128,128000,107800
411,1899,98.5,98500,150650,101,101000,93150,123.5,123500,113650
412,1899,94.5,94500,143650,100,100000,92500,122,122000,119350
413,1899,92,92000,136550,180,180000,100000,121.5,121500,125000
416,1899,90.5,90500,129450,178.5,178500,107400,120.5,120500,130550
418,1899,88.5,88500,122350,177,177000,114800,119,119000,127950
421,1899,87,87000,115250,175,175000,122550,117,117000,125450
423,1899,85,85000,108100,172,172000,130900,115,115000,123200
425,2063,164,164000,109200,170.5,170500,139300,111.5,111500,120750
427,2063,162.5,162500,110350,168.5,168500,148750,111,111000,118900
429,2063,156.5,156500,111900,168,168000,159050,110,110000,117100
431,2063,155,155000,117550,167,167000,165650,108.5,108500,115600
433,2063,152,152000,123300,164.5,164500,172100,107,107000,114100
436,2063,150,150000,129100,163.5,163500,170450,105.5,105500,112500
438,2063,148.5,148500,134900,161,161000,168700,103.5,103500,110800
441,2063,146,146000,140650,158,158000,166800,102,102000,109100
444,2063,125,125000,144450,156.5,156500,164950,101.5,101500,107550
446,2063,113.5,113500,147300,154.5,154500,163200,100.5,100500,106100
447,2063,96,96000,140500,153,153000,161450,98.5,98500,104800
448,2063,94.5,94500,133700,151.5,151500,159750,96.5,96500,103350
451,2063,91,91000,127150,149,149000,157850,94.5,94500,101800
454,2063,88.5,88500,120500,141.5,141500,155300,92.5,92500,100200
455,2063,85,85000,113800,140,140000,152850,91,91000,98600
457,2063,83,83000,107100,129.5,129500,149450,89,89000,96950
459,2063,80.5,80500,100300,117,117000,145050,88.5,88500,95450
461,2063,77,77000,93400,113.5,113500,140600,86.5,86500,93900
463,2063,74.5,74500,88350,108,108000,135750,81.5,81500,91900
465,2063,71.5,71500,84150,98.5,98500,130150,65,65000,88350
467,2063,70,70000,81550,97.5,97500,124600,144.5,144500,92950
469,2063,68.5,68500,78950,95.5,95500,119000,143,143000,97600
471,2226,147.5,147500,84600,92.5,92500,113350,140.5,140500,102200
472,2226,146,146000,90350,90.5,90500,108250,139,139000,106850
474,2226,144.5,144500,96300,88.5,88500,103100,136,136000,111350
476,2226,143,143000,102300,87,87000,98850,134.5,134500,115900
479,2226,140,140000,108250,85.5,85500,95700,132,132000,120250
480,2226,135,135000,114050,84,84000,92750,131.5,131500,124750
481,2226,114,114000,118000,164,164000,98350,130,130000,129600
482,2226,102.5,102500,121100,162,162000,104700,128,128000,135900
483,2226,97.5,97500,123850,160,160000,110950,126.5,126500,134100
484,2226,96,96000,126600,158.5,158500,117250,125,125000,132300
485,2226,92.5,92500,121100,157,157000,123700,122.5,122500,130500
486,2226,90.5,90500,115550,155.5,155500,130200,120.5,120500,128650
488,2226,88.5,88500,109950,153,153000,136650,119,119000,126950
489,2226,86.5,86500,104300,151.5,151500,143100,117,117000,125200
492,2226,83.5,83500,98650,150,150000,149550,116.5,116500,123650
493,2226,81.5,81500,93300,147,147000,155850,115.5,115500,122050
494,2226,80,80000,89900,145.5,145500,154000,114,114000,120450
495,2226,79.5,79500,87600,127,127000,150500,112,112000,118850
497,2226,77.5,77500,85600,117,117000,146200,110.5,110500,117250
500,2226,76,76000,83600,112,112000,141550,109,109000,115650
503,2226,74.5,74500,81800,109,109000,136750,107.5,107500,114150
505,2226,71.5,71500,79900,101,101000,131300,106,106000,112700
508,2227,70.5,70500,78100,96.5,96500,125650,104.5,104500,111250
510,2227,69,69000,76350,95.5,95500,120050,104,104000,109950
516,2227,65.5,65500,74550,93,93000,114350,102.5,102500,108550
512,2228,67.5,67500,73150,90.5,90500,108700,100,100000,107000
519,2230,65.5,65500,71700,89,89000,103050,97,97000,105300
522,2233,65.5,65500,70300,87,87000,99050,94,94000,103500
524,2236,65.5,65500,69100,85.5,85500,95900,90,90000,101450
527,2240,65.5,65500,68050,82.5,82500,92950,84,84000,98950
530,2243,65.5,65500,67150,81,81000,90150,81,81000,96300
571,2418,69,69000,66900,77.5,77500,87800,75.5,75500,93250
531,2419,134.5,134500,73300,75,75000,85650,68.5,68500,89650
532,2419,130.5,130500,79450,73.5,73500,83450,65,65000,85750
533,2419,127,127000,85600,72,72000,81350,109,109000,86400
534,2419,111,111000,89950,70.5,70500,79350,105.5,105500,86950
535,2419,103.5,103500,93750,69,69000,77350,101,101000,87350
536,2419,102,102000,97400,149,149000,83550,181,181000,96050
538,2419,100,100000,100850,146.5,146500,89650,179.5,179500,105000
540,2419,98.5,98500,104150,145,145000,95900,178,178000,114400
542,2419,97,97000,107300,143,143000,102100,176,176000,123900
543,2419,95.5,95500,109950,136.5,136500,108000,175.5,175500,133900
544,2419,93,93000,105800,124.5,124500,112950,174.5,174500,144500
547,2419,90.5,90500,101800,98,98000,115400,174,174000,155400
548,2419,88.5,88500,97950,90,90000,117200,173,173000,161800
551,2419,87,87000,95550,88.5,88500,119000,171.5,171500,168400
554,2419,85.5,85500,93750,86.5,86500,120750,169,169000,175200
557,2419,84,84000,91950,84.5,84500,114300,166.5,166500,173750
558,2419,83.5,83500,90300,82.5,82500,107900,165,165000,172300
559,2419,82,82000,88650,81,81000,101500,164.5,164500,170950
560,2419,80.5,80500,87000,78.5,78500,95050,163.5,163500,169700
561,2419,80,80000,85450,76,76000,89000,161,161000,168250
562,2419,79,79000,84050,74.5,74500,84000,159,159000,166700
564,2419,76.5,76500,82650,71.5,71500,81350,158,158000,165100
565,2419,75,75000,81300,70,70000,79350,156.5,156500,163450
567,2419,73,73000,79900,68.5,68500,77350,154,154000,161700
568,2419,71,71000,78450,65.5,65500,75250,152.5,152500,160050
573,2421,65,65000,76550,67.5,67500,73550,151,151000,158500
574,2426,65,65000,74700,65.5,65500,71850,146.5,146500,156650
575,2429,65,65000,73000,65.5,65500,70300,145,145000,154700
614,2613,70.5,70500,72000,65.5,65500,69000,137,137000,152050
576,2615,139.5,139500,77950,65.5,65500,67950,134,134000,149350
577,2615,138,138000,83850,65,65000,67000,132,132000,146650
578,2615,126.5,126500,88850,65,65000,66350,130.5,130500,143900
579,2615,123,123000,93650,71,71000,66450,126,126000,140850
580,2615,115.5,115500,97900,70.5,70500,66650,122.5,122500,137700
582,2615,113,113000,102100,69,69000,67000,119.5,119500,134400
584,2615,111.5,111500,106750,65,65000,66750,118,118000,131100
585,2615,110,110000,111250,132.5,132500,73450,107,107000,127150
586,2615,108.5,108500,115600,122.5,122500,79150,105,105000,123150
588,2615,107,107000,119250,118.5,118500,84450,101.5,101500,119600
590,2615,105,105000,115800,115.5,115500,89450,98,98000,116000
591,2615,103.5,103500,112350,113.5,113500,94300,97.5,97500,112550
594,2615,101.5,101500,109850,111.5,111500,98950,95.5,95500,109050
595,2615,100,100000,107550,109.5,109500,102800,94,94000,105850
598,2615,96,96000,105600,103,103000,106050,89.5,89500,102550
600,2615,94,94000,103700,102,102000,109350,88,88000,99400
601,2615,92.5,92500,101800,100.5,100500,112900,86,86000,96200
602,2615,91,91000,99900,99,99000,109550,164.5,164500,101950
603,2615,90.5,90500,98100,96.5,96500,106950,161.5,161500,107600
605,2615,89.5,89500,96350,93,93000,104400,157.5,157500,113200
606,2615,87.5,87500,94600,89,89000,101750,157,157000,119100
607,2615,87,87000,92950,87.5,87500,99150,156,156000,124950
608,2615,85.5,85500,91350,86,86000,96600,155.5,155500,130950
610,2615,84,84000,89750,84.5,84500,94100,154.5,154500,137000
613,2615,82.5,82500,88400,82,82000,92000,152,152000,143250
615,2619,65,65000,85500,79.5,79500,89750,151,151000,149550
616,2719,110,110000,87250,77.5,77500,87450,148.5,148500,155800
617,2719,104,104000,88550,76,76000,85150,148,148000,154150
619,2883,174.5,174500,96950,74.5,74500,82950,146.5,146500,152650
620,2883,165.5,165500,104550,73,73000,80950,142.5,142500,151150
621,2883,164,164000,112200,65,65000,78550,141,141000,149550
622,2883,162,162000,119700,65,65000,76300,139.5,139500,147900
624,2883,160.5,160500,127200,65,65000,74200,133,133000,145650
625,2883,159,159000,134700,143,143000,80050,129.5,129500,143150
627,2883,155.5,155500,142000,141.5,141500,86000,125,125000,140450
628,2883,154,154000,150900,132,132000,91250,120.5,120500,137400
631,2883,152,152000,155100,129.5,129500,96450,114.5,114500,134000
633,2883,150,150000,159700,116,116000,100450,112.5,112500,130450
634,2883,148,148000,157050,113.5,113500,104350,109,109000,126700
636,2883,146,146000,155100,112,112000,108250,105.5,105500,123000
638,2883,144,144000,153100,110.5,110500,112800,102,102000,119100
641,2883,142.5,142500,151150,108,108000,117100,95,95000,114650
642,2883,141,141000,149200,106,106000,121200,93.5,93500,110700
644,2883,139.5,139500,147250,104.5,104500,117350,91.5,91500,106900
646,2883,138,138000,145500,102,102000,113400,88,88000,103200
648,2883,136,136000,143700,101,101000,110300,86,86000,99750
652,2883,134.5,134500,141950,99.5,99500,107300,84.5,84500,96750
654,2883,132.5,132500,140200,98,98000,105500,83,83000,93800
655,2883,131,131000,138500,96.5,96500,103800,81.5,81500,91050
656,2883,121,121000,136000,95,95000,102100,80,80000,88500
657,2883,97.5,97500,131350,92.5,92500,100300,78,78000,86100
658,2883,96,96000,126700,91,91000,98600,76,76000,84200
659,2883,93,93000,121900,89.5,89500,96950,73,73000,82150
660,3047,162.5,162500,124200,87.5,87500,95250,72.5,72500,80250
662,3047,159,159000,126300,86.5,86500,93700,71.5,71500,78600
663,3047,157.5,157500,128450,84.5,84500,92050,70,70000,77000
665,3047,155,155000,130500,83.5,83500,90450,68.5,68500,75400
668,3047,153.5,153500,132600,82,82000,88850,148,148000,81900
669,3047,151.5,151500,134650,73,73000,86500,146,146000,88350
671,3047,150,150000,137550,109,109000,87900,142.5,142500,94600
673,3047,148,148000,142600,106,106000,89250,140.5,140500,100850
674,3047,146.5,146500,147650,165.5,165500,96700,137.5,137500,107000
677,3047,143.5,143500,152700,162.5,162500,104000,133.5,133500,113050
679,3047,141.5,141500,150600,162,162000,111450,129,129000,118700
681,3047,140,140000,148700,161,161000,118900,125,125000,124050
683,3047,137,137000,146650,159.5,159500,126400,120.5,120500,129100
686,3047,135.5,135500,144700,157,157000,133750,114,114000,133650
689,3047,133.5,133500,142700,154.5,154500,141000,110,110000,129850
691,3047,131.5,131500,140700,152.5,152500,148950,106,106000,125850
694,3047,90.5,90500,134750,151,151000,153150,103.5,103500,121950
695,3047,89,89000,128850,149,149000,157450,101.5,101500,118050
696,3047,80,80000,122200,147,147000,155600,91,91000,113400
697,3047,76.5,76500,115500,145.5,145500,153900,90,90000,109050
698,3047,75,75000,108850,144,144000,152100,86.5,86500,104800
700,3047,73,73000,102150,141.5,141500,150150,85,85000,100800
703,3047,71,71000,95550,139.5,139500,148150,84,84000,97150
746,3210,69,69000,88900,137.5,137500,146200,82.5,82500,94000
751,3210,65.5,65500,82100,136,136000,144350,81,81000,91100
706,3211,151.5,151500,84100,132.5,132500,142350,79.5,79500,88450
709,3211,149.5,149500,90000,131,131000,140350,77,77000,85800
710,3211,147.5,147500,95850,126.5,126500,138100,75.5,75500,83200
714,3211,145.5,145500,102400,121,121000,135500,74,74000,81500
716,3211,144,144000,109150,104,104000,131350,73,73000,79800
718,3211,142.5,142500,115900,98.5,98500,126800,69,69000,78050
721,3211,141,141000,122700,95.5,95500,122200,67.5,67500,76300
723,3211,139,139000,129500,90.5,90500,117300,71.5,71500,75050
725,3211,137.5,137500,136350,87,87000,112250,65.5,65500,73350
727,3211,133,133000,143100,85.5,85500,107200,65.5,65500,71800
729,3211,131.5,131500,141100,165,165000,110450,65.5,65500,70400
731,3211,130,130000,139150,162,162000,113550,65.5,65500,69250
734,3211,128,128000,137200,159,159000,116800,65.5,65500,68250
736,3211,119,119000,134550,156,156000,120300,65.5,65500,67400
737,3211,99,99000,130050,154.5,154500,125350,65,65000,66600
738,3211,95.5,95500,125350,151.5,151500,130650,65.5,65500,66250
739,3211,92,92000,120450,149.5,149500,136050,71,71000,66600
740,3211,84.5,84500,115000,147.5,147500,141750,69,69000,66350
741,3211,73.5,73500,108600,145.5,145500,147600,146,146000,74400
743,3211,71.5,71500,102450,143.5,143500,153400,139.5,139500,81800
749,3211,67.5,67500,96050,142,142000,151100,136.5,136500,88900
753,3213,65.5,65500,89600,140,140000,148900,131.5,131500,95500
755,3219,65.5,65500,83350,137.5,137500,146750,129,129000,101850
758,3224,65.5,65500,78000,134,134000,144550,118.5,118500,107150
760,3230,65.5,65500,74650,131.5,131500,142250,110,110000,111650
762,3234,65.5,65500,71650,129.5,129500,140050,103.5,103500,115450
795,3394,65.5,65500,69000,128.5,128500,137950,101.5,101500,118500
794,3397,69,69000,67450,105,105000,133700,99.5,99500,121550
797,3397,65.5,65500,66650,99,99000,129050,99,99000,116850
765,3399,145.5,145500,74050,94.5,94500,124150,98,98000,112700
768,3399,144,144000,81700,89,89000,118850,96,96000,108650
770,3399,142.5,142500,89400,84,84000,113250,94.5,94500,104950
771,3399,141,141000,96950,76.5,76500,107150,93,93000,101350
772,3399,139.5,139500,104350,75,75000,101250,91.5,91500,98650
774,3399,137,137000,111500,73,73000,95400,90,90000,96650
777,3399,135.5,135500,118500,71,71000,89550,89.5,89500,95250
778,3399,133.5,133500,125300,151,151000,91800,87.5,87500,93850
779,3399,107.5,107500,129150,149,149000,96200,86,86000,92500
780,3399,102.5,102500,132850,147,147000,101000,83,83000,90900
781,3399,98.5,98500,128150,145.5,145500,106100,82.5,82500,89350
782,3399,85,85000,122250,144,144000,111600,80,80000,87750
783,3399,81.5,81500,116150,142.5,142500,117450,77,77000,86000
785,3399,79.5,79500,110000,139.5,139500,123750,75.5,75500,84250
787,3399,78,78000,103850,138,138000,130050,73.5,73500,82450
788,3399,76.5,76500,97800,136,136000,136350,73,73000,80750
790,3399,74.5,74500,91700,133.5,133500,142600,65,65000,78300
792,3399,73,73000,85650,132,132000,140700,65,65000,76050
800,3403,65.5,65500,81450,130.5,130500,138850,65,65000,73950
